TransactionID,UserID,ProductID,Timestamp,Amount
49,863,238,2025-03-23 23:13:08,130.65
50,894,68,2025-02-26 17:55:27,79.8
51,336,40,2025-01-31 16:43:24,66.63
52,425,12,2024-08-10 08:46:18,237.92
53,270,276,2024-11-18 01:06:36,116.38
54,302,59,2025-01-30 18:03:13,106.68
55,872,396,2024-07-19 03:41:48,375.71
56,914,154,2024-07-18 04:56:56,150.05
57,255,428,2025-01-31 11:15:54,330.84
58,210,189,2024-11-12 07:02:57,417.46
59,144,192,2024-12-18 03:28:39,258.08
60,151,151,2024-07-28 00:30:29,469.27
61,969,356,2024-09-01 06:02:28,398.15
62,58,353,2024-09-06 07:19:31,62.7
63,231,327,2024-07-14 14:27:29,214.38
64,68,486,2024-10-31 04:25:01,445.32
65,171,240,2024-11-02 12:57:29,365.38
66,959,16,2024-10-14 08:32:40,344.5
67,50,52,2024-11-15 16:37:47,299.63
68,917,29,2024-11-06 05:00:54,241.7
69,311,358,2024-07-17 01:32:48,349.72
70,54,101,2024-10-02 08:56:38,438.42
71,386,331,2024-07-09 01:02:51,254.91
72,908,14,2024-06-21 00:58:59,291.94
73,956,282,2025-02-08 17:08:47,150.61
74,878,367,2024-07-10 22:00:02,350.01
75,199,475,2025-03-09 01:41:47,144.87
76,238,252,2024-12-07 23:14:42,390.35
77,545,377,2024-04-29 09:35:08,180.08
78,886,233,2024-10-07 00:11:20,84.19
79,663,223,2024-03-29 15:42:27,427.61
80,453,268,2025-01-18 19:18:32,346.91
81,189,113,2024-08-08 23:00:18,164.19
82,857,83,2024-09-15 10:37:17,299.09
83,173,453,2024-04-18 05:49:46,306.27
84,493,265,2024-07-12 02:33:58,339.58
85,956,136,2025-03-15 19:34:09,215.0
86,2,405,2024-06-18 10:03:52,254.06
87,725,12,2024-08-07 07:26:00,308.68
88,7,79,2025-02-01 02:00:17,134.07
89,261,466,2025-03-18 13:43:01,310.61
90,821,250,2024-05-11 21:18:09,198.24
91,331,328,2024-07-15 17:19:03,106.27
92,596,66,2024-07-31 06:27:45,480.77
93,811,435,2024-10-21 15:41:12,441.92
94,2,7,2024-07-18 17:31:19,127.02
95,319,212,2025-01-07 19:57:51,409.23
96,782,4,2024-09-16 19:21:19,361.56
97,792,159,2024-07-13 22:20:20,286.34
98,234,210,2024-06-03 06:54:43,105.36
99,43,428,2024-08-05 23:29:11,383.18
100,463,275,2025-02-03 21:58:09,313.38
101,948,489,2024-10-12 20:34:48,164.34
102,777,306,2025-02-15 17:58:50,498.3
103,304,87,2024-11-02 19:20:37,402.18
104,222,64,2025-01-26 12:13:58,95.36
105,465,376,2024-05-08 18:01:51,349.93
106,91,366,2024-09-18 18:39:12,14.88
107,633,477,2024-09-08 10:25:10,498.83
108,123,143,2024-08-22 21:34:31,111.35
109,995,36,2024-08-28 10:17:35,142.5
110,817,365,2024-10-02 14:44:38,449.89
111,316,318,2024-12-13 18:47:37,380.25
112,430,64,2025-03-13 22:52:58,372.03
113,158,222,2024-10-30 12:52:52,199.45
114,8,245,2024-08-11 00:54:55,241.53
115,644,92,2024-08-16 20:51:18,263.11
116,639,494,2024-11-30 21:32:24,267.2
117,409,424,2025-02-02 07:00:18,123.73
118,997,341,2025-01-14 02:15:01,46.3
119,625,148,2024-06-02 16:38:16,219.15
120,454,296,2024-12-07 21:31:50,365.62
121,504,77,2025-02-06 22:02:40,129.22
122,908,415,2024-11-11 05:05:12,39.23
123,67,484,2024-11-26 05:57:39,324.25
124,871,215,2025-03-09 18:09:35,469.52
125,722,313,2024-05-30 00:04:22,323.81
126,141,181,2024-07-17 16:10:22,79.73
127,47,333,2024-09-22 04:13:55,61.0
128,893,463,2024-07-12 07:05:05,60.36
129,190,485,2024-12-15 13:51:30,409.74
130,1,323,2024-08-11 14:57:37,380.39
131,124,327,2024-12-15 02:50:27,127.12
132,734,200,2024-12-24 23:28:41,198.04
133,439,179,2024-06-05 03:36:37,300.52
134,975,231,2024-09-30 12:00:57,487.67
135,758,109,2024-09-07 15:46:23,219.3
136,139,329,2024-12-11 11:16:56,403.19
137,250,143,2024-10-13 22:21:31,27.98
138,622,394,2024-04-27 18:18:48,130.79
139,73,244,2024-05-20 14:49:21,231.95
140,98,305,2024-07-25 01:25:48,368.44
141,966,72,2024-06-09 05:12:58,61.66
142,152,219,2024-09-04 05:50:07,351.53
143,143,79,2024-12-10 09:57:18,177.86
144,1,264,2024-04-05 18:29:08,30.12
145,407,116,2024-05-27 10:33:47,390.9
146,888,354,2024-08-05 08:07:43,480.11
147,644,94,2024-11-18 23:34:43,361.48
148,914,363,2024-07-05 01:27:56,193.94
149,490,211,2024-05-31 06:56:52,471.75
150,980,209,2025-01-17 01:59:21,452.87
151,798,26,2024-10-31 06:46:22,403.61
152,829,267,2024-05-30 10:28:05,73.37
153,214,418,2024-11-07 14:48:07,212.07
154,794,133,2024-06-08 22:27:21,349.72
155,399,446,2024-12-03 04:20:50,447.35
156,876,251,2024-07-31 03:00:10,270.78
157,237,28,2024-08-04 15:48:00,275.78
158,916,417,2025-01-07 07:37:40,455.15
159,466,395,2024-08-17 08:37:08,413.94
160,992,0,2024-07-16 08:35:04,371.22
161,688,436,2024-10-12 03:11:31,183.84
162,876,386,2024-12-09 17:48:11,316.24
163,671,71,2024-06-24 07:16:11,58.57
164,205,373,2024-12-21 04:59:01,14.23
165,602,6,2024-06-21 19:23:52,342.38
166,928,97,2024-04-03 11:48:57,29.93
167,921,1,2025-01-28 11:42:58,86.52
168,949,106,2025-03-16 01:38:54,267.88
169,487,251,2025-01-17 06:23:30,379.25
170,452,262,2024-12-18 05:37:25,168.1
171,946,105,2024-04-18 02:13:02,381.94
172,906,260,2024-04-18 14:22:01,345.33
173,86,265,2024-06-07 22:25:36,226.82
174,945,472,2024-07-12 12:58:48,472.86
175,174,40,2024-06-01 13:02:27,168.73
176,802,402,2025-01-16 23:18:37,36.38
177,798,325,2024-05-29 06:28:02,179.02
178,809,454,2024-06-09 19:29:02,473.01
179,991,75,2024-10-12 11:42:26,335.29
180,718,140,2025-01-15 03:37:29,387.12
181,429,23,2025-01-21 07:55:20,221.83
182,732,405,2024-04-24 19:02:43,391.02
183,846,358,2024-03-29 17:42:00,64.88
184,716,457,2024-06-17 03:18:37,127.54
185,361,275,2025-03-13 04:33:00,213.88
186,342,9,2024-10-16 18:31:44,126.26
187,649,105,2024-08-15 00:41:40,455.48
188,3,333,2024-10-17 13:04:09,411.16
189,699,434,2024-06-20 03:45:30,295.17
190,472,362,2024-11-12 05:05:32,166.31
191,73,408,2024-03-26 21:28:59,11.49
192,236,385,2024-06-26 12:26:01,289.42
193,502,111,2025-01-21 05:48:26,490.81
194,534,6,2024-07-22 13:44:14,119.59
195,134,33,2024-12-21 08:41:55,463.56
196,786,288,2025-03-17 14:55:43,424.31
197,198,183,2024-09-01 21:44:33,98.77
198,925,276,2024-06-02 08:21:36,264.57
199,894,139,2025-01-04 13:09:01,398.34
200,636,415,2024-04-26 19:03:39,295.18
201,673,268,2024-12-05 18:45:24,239.9
202,129,65,2024-06-28 19:22:01,252.15
203,979,332,2025-03-13 11:26:46,236.91
204,631,396,2024-10-18 15:46:49,469.33
205,855,159,2024-04-13 16:35:59,279.6
206,172,357,2024-09-27 11:39:07,312.76
207,572,446,2024-04-19 06:33:38,93.36
208,414,9,2024-06-03 23:44:49,307.55
209,271,94,2024-12-03 07:13:39,93.98
210,955,163,2024-08-17 11:52:38,392.23
211,331,492,2025-02-21 12:28:47,432.94
212,0,446,2024-04-04 00:02:29,389.83
213,818,285,2024-09-09 09:01:35,127.98
214,382,115,2024-07-30 10:46:29,276.84
215,841,416,2024-07-23 10:05:16,258.5
216,469,300,2024-10-27 00:19:50,232.49
217,235,470,2025-03-19 05:40:18,329.59
218,242,195,2024-12-18 07:15:35,54.67
219,903,142,2024-12-11 02:54:41,270.12
220,251,280,2024-10-11 20:20:26,391.89
221,888,470,2024-06-26 09:24:14,21.02
222,857,416,2025-02-02 07:20:14,151.73
223,94,397,2024-08-16 08:28:34,182.08
224,358,473,2025-01-18 20:35:35,51.5
225,184,60,2025-01-24 17:05:16,80.34
226,194,43,2024-06-08 15:33:37,493.39
227,685,41,2024-09-13 19:28:40,78.4
228,641,2,2025-03-15 04:54:31,17.02
229,765,89,2024-06-06 07:51:40,346.84
230,732,373,2024-09-08 17:32:20,409.12
231,790,210,2024-09-10 20:16:56,212.38
232,843,350,2024-08-29 15:00:48,242.96
233,707,234,2024-09-04 03:57:28,496.08
234,792,255,2025-03-06 18:35:52,162.58
235,593,183,2024-08-24 04:20:00,110.38
236,887,45,2024-11-20 12:39:40,214.84
237,124,35,2024-06-02 11:26:40,207.95
238,383,340,2024-04-18 08:30:00,155.53
239,859,53,2024-09-19 21:31:10,491.47
240,243,185,2024-08-17 11:44:41,472.36
241,645,360,2025-03-02 13:29:38,39.73
242,187,499,2024-08-23 12:22:29,461.53
243,738,220,2024-05-11 04:39:08,262.8
244,575,115,2024-05-08 08:17:30,194.99
245,551,398,2024-07-29 18:51:06,425.59
246,905,393,2024-04-06 01:03:15,332.14
247,10,135,2024-12-06 14:21:27,146.52
248,497,280,2025-01-16 13:41:56,112.25
249,108,226,2024-10-24 10:00:24,320.91
250,151,427,2024-12-14 12:20:27,295.0
251,873,392,2024-09-27 09:23:14,373.24
252,37,269,2025-03-04 18:36:19,241.23
253,215,231,2024-06-21 21:36:55,342.01
254,361,327,2024-10-06 00:22:56,356.74
255,175,499,2025-03-05 07:10:07,470.9
256,771,316,2024-04-09 05:52:39,165.2
257,966,285,2024-04-20 13:55:09,409.47
258,89,219,2024-12-03 18:08:50,341.81
259,745,369,2025-01-22 00:22:13,268.58
260,421,95,2024-11-09 08:02:58,51.88
261,95,67,2025-02-22 09:02:04,238.19
262,0,342,2024-10-03 22:46:35,441.31
263,167,367,2024-11-08 00:51:10,254.92
264,566,413,2024-06-12 17:39:10,166.58
265,26,361,2024-11-25 10:40:23,39.82
266,789,3,2025-01-05 19:44:33,87.04
267,375,118,2024-09-11 19:10:17,153.6
268,65,188,2024-05-15 07:59:51,433.98
269,904,145,2024-04-01 03:50:51,41.71
270,265,164,2025-02-21 00:13:29,200.17
271,497,223,2025-03-14 21:17:10,490.83
272,696,44,2025-01-31 21:54:22,254.14
273,720,145,2025-02-14 15:34:37,133.54
274,359,79,2024-06-13 19:53:02,81.9
275,355,445,2025-03-16 10:49:20,88.39
276,862,145,2024-05-30 12:07:43,182.67
277,285,268,2024-06-13 20:29:22,50.01
278,261,83,2025-01-02 15:24:50,14.52
279,956,250,2025-02-21 02:42:22,406.14
280,891,386,2024-11-14 07:59:26,329.33
281,264,335,2025-03-07 03:34:54,180.14
282,617,462,2025-03-19 13:21:14,306.0
283,960,400,2024-11-06 06:51:16,71.24
284,10,72,2024-11-25 15:04:15,300.62
285,641,173,2025-01-13 16:38:37,104.62
286,189,62,2024-11-05 03:48:27,31.35
287,907,443,2024-09-15 22:52:57,495.54
288,108,470,2024-04-09 17:08:06,471.79
289,412,434,2025-03-22 08:24:18,226.66
290,789,166,2024-04-25 16:08:07,162.83
291,78,166,2024-08-13 18:47:12,407.46
292,710,97,2024-08-06 08:56:59,424.85
293,260,39,2024-06-26 22:53:59,443.51
294,328,150,2025-03-05 20:54:46,369.53
295,320,228,2024-04-05 10:20:48,485.96
296,372,36,2024-03-31 06:08:14,314.72
297,990,362,2024-07-06 13:17:57,285.55
298,486,326,2024-09-24 06:17:31,161.81
299,617,295,2025-01-20 08:39:34,26.56
300,664,119,2025-03-06 17:20:48,181.79
301,534,422,2025-02-12 07:26:40,466.37
302,868,270,2024-09-23 19:51:41,70.27
303,750,393,2024-05-10 10:42:42,12.3
304,989,362,2024-08-12 21:52:25,60.25
305,66,496,2024-12-21 13:31:08,231.51
306,127,35,2024-06-26 20:41:53,405.23
307,291,343,2024-10-19 10:46:14,452.22
308,898,352,2025-03-08 08:38:32,46.94
309,101,495,2024-07-25 21:42:20,415.49
310,947,150,2025-02-26 16:54:55,73.99
311,577,293,2024-09-28 17:06:34,38.58
312,861,432,2025-01-11 17:31:58,114.2
313,187,18,2024-09-10 17:37:36,352.71
314,313,232,2024-04-17 04:20:37,139.35
315,562,234,2024-11-02 10:29:06,160.18
316,943,7,2024-05-04 16:56:20,385.28
317,284,288,2024-06-10 06:36:21,224.17
318,69,6,2025-01-10 09:16:28,10.4
319,2,64,2025-01-20 15:26:00,202.03
320,850,116,2025-01-24 21:12:14,378.32
321,773,196,2024-06-23 23:24:54,249.43
322,342,158,2025-02-04 12:09:38,125.59
323,40,294,2025-01-07 04:56:00,419.65
324,728,277,2024-11-16 18:52:01,490.61
325,932,68,2024-06-30 15:54:53,138.84
326,235,170,2024-10-07 18:54:10,299.06
327,928,466,2024-10-09 01:58:42,125.43
328,532,193,2024-04-25 23:28:49,310.84
329,843,103,2024-07-26 22:49:44,228.63
330,859,202,2024-09-08 23:42:16,99.15
331,923,345,2025-03-04 19:51:52,489.85
332,779,156,2024-08-08 08:35:24,94.74
333,872,58,2024-04-16 01:12:18,459.26
334,287,299,2024-05-12 13:26:25,396.5
335,675,374,2024-08-14 04:44:46,386.91
336,480,371,2024-06-18 16:20:06,433.58
337,229,396,2024-12-14 07:42:25,208.96
338,809,482,2025-01-14 17:40:46,430.54
339,515,71,2024-08-22 12:31:28,469.17
340,148,418,2025-03-07 07:55:25,328.39
341,965,140,2025-03-11 00:53:09,379.47
342,137,253,2024-10-15 14:43:56,219.28
343,946,39,2025-01-09 02:49:24,316.06
344,371,496,2024-07-08 18:04:11,325.58
345,106,426,2025-01-27 02:33:25,127.17
346,371,32,2024-07-22 04:42:35,267.05
347,547,474,2025-02-01 01:26:13,443.17
348,311,365,2024-12-21 07:21:26,322.94
349,644,319,2024-07-08 03:10:48,34.51
350,364,338,2024-10-27 18:31:38,313.71
351,299,70,2024-05-26 00:33:25,148.15
352,223,492,2024-11-03 23:19:57,136.2
353,804,423,2024-09-01 03:03:13,433.31
354,329,212,2025-01-05 22:32:30,99.66
355,267,302,2025-01-26 14:02:11,296.33
356,489,188,2025-02-16 09:15:08,148.17
357,433,297,2024-04-27 20:09:19,290.05
358,882,174,2024-06-10 11:19:23,189.49
359,369,387,2025-02-16 19:53:16,190.8
360,765,236,2024-05-07 10:33:00,69.69
361,132,205,2025-03-06 08:11:55,153.35
362,340,267,2024-07-21 00:23:17,395.16
363,983,53,2024-06-14 12:10:26,181.19
364,87,159,2024-05-29 03:17:07,155.48
365,345,432,2025-01-25 23:24:22,235.01
366,812,4,2025-02-15 01:18:37,207.95
367,62,187,2024-12-07 10:45:14,104.26
368,909,422,2024-03-25 17:18:43,148.27
369,813,390,2024-03-27 08:47:11,118.3
370,171,111,2024-09-17 04:31:41,59.46
371,844,52,2025-03-23 04:53:30,73.73
372,976,8,2024-08-26 08:03:52,262.38
373,528,441,2024-08-03 03:28:29,377.13
374,128,151,2024-06-23 10:35:43,228.86
375,875,75,2024-12-19 23:43:59,253.11
376,689,154,2025-02-25 18:17:33,399.3
377,816,108,2024-08-31 02:45:27,349.73
378,255,189,2025-01-22 06:30:34,67.62
379,408,264,2025-02-06 19:48:13,440.75
380,717,130,2024-07-12 02:17:09,44.8
381,531,161,2024-12-13 11:20:36,482.91
382,402,106,2024-11-06 05:08:55,341.81
383,964,155,2024-06-30 11:56:19,338.99
384,496,373,2024-04-30 04:52:10,33.46
385,265,358,2024-11-25 08:28:00,92.85
386,490,243,2024-11-15 22:08:59,316.83
387,198,370,2024-03-25 08:44:52,368.9
388,555,131,2024-06-07 07:17:14,139.47
389,356,38,2024-10-01 21:52:29,189.7
390,990,45,2024-09-27 08:26:21,430.85
391,343,65,2024-04-11 16:04:09,44.06
392,806,75,2024-06-26 07:01:26,72.85
393,216,315,2025-03-13 02:18:52,25.42
394,818,377,2024-07-15 09:24:13,302.28
395,915,408,2024-08-02 13:37:21,288.96
396,10,326,2024-06-12 21:40:35,139.28
397,414,244,2024-09-14 14:25:44,180.84
398,316,217,2024-10-07 11:15:04,401.88
399,317,394,2024-11-16 00:08:29,150.89
400,469,150,2024-09-19 23:15:34,93.76
401,654,267,2024-06-27 19:41:06,95.76
402,913,259,2024-07-16 22:15:23,216.92
403,417,376,2025-03-06 00:38:56,202.79
404,215,434,2024-09-06 14:53:21,478.28
405,232,407,2024-12-01 12:44:17,22.91
406,876,306,2024-12-28 16:36:19,370.78
407,171,214,2024-09-29 17:49:37,261.17
408,43,89,2024-05-30 17:21:35,44.5
409,963,238,2024-11-21 14:25:05,360.05
410,18,360,2024-08-20 20:54:04,328.34
411,867,242,2024-03-28 17:40:45,453.26
412,188,10,2024-07-28 09:11:18,395.56
413,895,314,2024-10-25 02:59:36,140.61
414,745,114,2024-04-16 22:02:32,364.13
415,759,184,2024-05-03 20:57:07,398.69
416,835,395,2024-07-09 12:20:24,349.67
417,431,37,2025-01-02 02:51:58,247.08
418,213,2,2025-01-04 09:23:56,136.38
419,303,253,2024-04-02 06:40:58,442.23
420,976,71,2025-01-07 13:06:38,348.93
421,904,17,2024-05-16 17:32:02,295.47
422,985,185,2024-06-08 14:07:32,208.99
423,650,186,2025-02-04 14:07:40,210.34
424,507,426,2024-04-26 06:59:17,177.82
425,42,215,2024-04-29 08:33:14,78.59
426,22,132,2024-07-28 08:30:53,320.21
427,537,256,2024-09-23 21:14:15,341.7
428,334,167,2025-01-18 06:55:18,291.38
429,658,138,2024-12-20 02:19:51,135.45
430,125,378,2024-04-28 05:13:49,369.69
431,102,174,2024-05-27 16:11:09,493.7
432,785,224,2025-02-12 04:24:18,28.51
433,752,453,2024-06-09 21:55:25,410.94
434,49,206,2024-06-06 07:33:47,473.8
435,142,409,2024-12-18 01:45:26,113.74
436,646,319,2024-12-27 21:04:10,452.61
437,192,134,2024-05-15 05:12:18,183.92
438,248,281,2024-07-02 03:49:19,77.16
439,752,455,2024-09-06 09:42:01,374.67
440,313,39,2024-08-21 03:51:48,312.12
441,927,370,2024-04-27 04:55:44,483.83
442,166,245,2025-03-03 11:48:29,383.14
443,181,409,2024-06-17 13:09:38,48.15
444,646,422,2025-03-17 10:27:59,416.08
445,720,386,2024-10-10 15:21:41,400.41
446,479,126,2024-06-14 20:40:13,167.19
447,239,62,2024-04-13 07:59:01,243.02
448,575,275,2024-12-08 05:51:54,463.42
449,716,211,2024-05-17 20:17:41,104.1
450,550,433,2024-10-30 15:12:00,327.95
451,158,389,2025-03-21 12:50:31,54.08
452,855,374,2024-11-18 18:52:56,483.85
453,203,323,2024-05-25 09:08:33,363.23
454,283,468,2025-02-09 23:44:48,215.22
455,876,108,2025-02-22 00:44:36,287.79
456,923,465,2025-03-02 22:42:24,421.05
457,185,483,2024-10-28 10:52:20,239.77
458,665,423,2025-02-04 11:06:31,404.97
459,208,170,2025-01-05 03:30:35,229.66
460,770,422,2024-07-21 08:19:40,145.77
461,125,50,2024-03-28 07:23:41,46.72
462,351,339,2024-07-28 12:38:26,136.48
463,748,226,2024-03-28 16:07:55,358.68
464,480,354,2025-02-04 18:02:49,270.71
465,180,283,2024-05-13 02:27:46,13.09
466,363,81,2024-07-11 10:36:52,66.95
467,129,77,2024-06-22 12:17:08,95.93
468,889,420,2024-04-12 17:40:46,380.11
469,397,127,2024-12-01 13:23:18,192.2
470,399,389,2024-12-13 17:17:44,424.24
471,850,411,2024-09-22 12:32:24,179.92
472,74,237,2024-06-24 21:54:38,113.62
473,204,384,2025-02-22 20:22:58,344.0
474,333,160,2024-09-08 09:57:41,456.47
475,365,431,2025-02-02 11:09:09,418.43
476,694,159,2024-12-16 08:25:48,267.23
477,243,94,2024-05-08 04:09:59,373.53
478,563,53,2024-06-12 21:32:59,421.67
479,884,335,2024-11-01 03:47:06,81.46
480,980,151,2024-04-07 18:29:00,469.2
481,136,474,2024-08-15 22:26:04,152.03
482,608,247,2024-08-22 18:06:18,406.77
483,268,498,2024-07-05 22:19:41,440.1
484,360,35,2025-01-08 21:44:17,183.4
485,931,195,2024-10-27 05:32:03,273.72
486,533,95,2024-09-28 09:28:43,231.45
487,153,43,2024-11-07 09:29:14,107.05
488,444,368,2024-08-10 07:22:15,187.15
489,928,309,2024-08-22 08:19:22,122.81
490,22,4,2025-01-15 00:46:20,498.3
491,923,34,2025-02-01 01:28:57,119.95
492,549,396,2025-01-12 21:57:36,248.16
493,915,266,2024-10-03 09:40:26,53.76
494,374,46,2024-10-20 11:19:55,375.65
495,239,3,2025-03-20 19:07:32,197.41
496,96,451,2024-07-04 16:21:43,13.15
497,238,45,2024-10-28 23:09:27,28.3
498,189,9,2024-10-01 19:46:21,72.03
499,303,274,2024-12-07 06:47:42,283.94
500,74,477,2024-09-08 10:42:23,159.24
501,683,106,2024-06-05 00:37:20,377.97
502,524,193,2024-04-19 13:31:05,346.84
503,218,70,2024-07-31 18:34:19,130.52
504,459,289,2024-08-01 19:00:18,219.61
505,484,215,2024-07-14 08:02:27,24.5
506,181,163,2025-03-16 12:17:31,47.33
507,96,17,2024-07-19 08:26:12,50.65
508,787,481,2024-07-20 11:01:45,387.78
509,644,375,2024-09-19 08:55:17,108.4
510,645,295,2024-05-30 02:24:37,115.8
511,123,463,2024-06-10 05:05:20,406.81
512,917,339,2024-12-13 01:12:12,42.67
513,784,244,2024-07-31 04:24:06,170.84
514,57,158,2024-12-29 19:52:25,457.16
515,765,50,2025-02-18 05:51:49,288.81
516,215,473,2024-06-03 07:44:57,134.72
517,173,294,2024-07-27 13:00:20,383.17
518,173,300,2024-04-02 20:43:51,343.28
519,132,84,2024-05-17 08:45:17,14.79
520,562,270,2024-10-07 13:19:16,304.75
521,424,176,2025-02-12 23:33:52,337.23
522,103,137,2024-08-31 10:32:19,137.13
523,89,353,2025-02-20 01:50:06,456.41
524,945,388,2024-07-18 15:23:35,475.97
525,560,395,2024-04-05 01:27:23,409.5
526,93,297,2024-06-08 07:43:20,86.88
527,699,6,2024-09-17 15:50:05,400.89
528,292,114,2024-04-23 18:07:56,153.42
529,424,236,2024-09-25 23:55:38,40.37
530,239,45,2025-01-05 07:05:25,229.45
531,175,79,2024-09-01 01:48:45,192.01
532,397,63,2024-10-21 18:59:55,267.46
533,855,64,2024-11-05 08:25:52,335.15
534,279,183,2024-05-14 18:22:07,116.22
535,233,348,2024-06-06 15:17:00,23.19
536,683,495,2025-02-11 05:28:27,463.57
537,734,107,2024-11-30 04:48:58,419.25
538,305,430,2024-12-14 02:26:25,495.23
539,546,358,2024-12-19 19:24:28,379.48
540,250,410,2024-10-16 14:49:47,197.39
541,571,157,2025-03-01 14:36:12,348.35
542,39,170,2024-11-06 09:56:45,475.17
543,983,288,2025-01-13 16:53:54,391.32
544,365,403,2024-04-05 17:24:13,145.48
545,563,440,2024-09-16 09:45:04,16.63
546,765,27,2024-09-21 16:18:41,86.4
547,862,128,2024-09-11 17:54:09,420.92
548,772,12,2024-06-29 07:22:45,60.69
549,829,32,2024-11-02 01:23:07,129.5
550,749,12,2024-06-30 08:59:14,402.02
551,368,302,2024-05-17 09:07:18,346.77
552,136,296,2025-01-15 01:40:55,91.5
553,101,486,2024-09-18 20:18:49,115.07
554,34,87,2024-12-03 19:14:11,341.19
555,321,339,2024-07-14 03:28:15,19.02
556,310,144,2025-03-13 11:47:21,44.38
557,23,230,2024-11-09 16:20:10,164.78
558,865,4,2024-10-13 15:58:09,265.87
559,671,422,2025-02-19 23:37:30,492.78
560,480,220,2024-05-16 21:05:45,373.95
561,272,463,2024-07-12 09:35:38,420.88
562,230,34,2024-07-13 12:17:07,393.6
563,844,441,2024-12-10 09:51:29,254.69
564,281,55,2024-08-30 10:59:16,111.84
565,526,105,2024-06-09 01:11:48,78.64
566,187,315,2024-10-23 12:52:19,95.9
567,376,203,2024-08-02 20:43:29,290.53
568,174,93,2024-10-29 08:44:16,337.69
569,331,47,2024-06-17 14:32:31,137.09
570,227,288,2024-07-31 04:58:23,237.71
571,537,394,2025-02-03 12:13:57,34.22
572,439,100,2024-11-08 05:56:27,205.11
573,380,78,2025-02-13 12:49:07,164.04
574,841,14,2024-04-21 05:21:24,328.3
575,725,298,2025-03-16 06:55:49,345.35
576,485,143,2024-12-25 15:58:49,426.75
577,220,346,2024-12-27 21:03:25,116.07
578,435,459,2025-01-12 05:55:00,403.32
579,318,13,2024-05-27 21:13:44,284.26
580,30,376,2024-10-28 10:07:25,44.63
581,284,61,2024-04-14 05:44:28,373.94
582,724,35,2025-02-10 10:50:57,173.81
583,403,439,2024-09-21 05:22:47,51.18
584,0,90,2024-12-10 16:12:35,375.81
585,358,23,2024-10-30 23:13:52,251.59
586,648,26,2024-08-19 12:30:06,201.38
587,671,456,2024-05-03 06:08:04,245.03
588,440,366,2025-02-21 21:40:36,460.76
589,473,13,2024-08-25 05:01:25,402.57
590,274,212,2024-12-09 10:47:30,198.02
591,413,254,2024-08-12 09:15:03,367.8
592,820,173,2024-08-21 04:59:06,105.86
593,649,323,2024-10-04 06:42:04,253.52
594,349,293,2024-10-22 16:49:00,217.66
595,394,330,2024-09-16 13:42:41,394.55
596,527,137,2024-04-05 16:04:28,211.37
597,169,325,2024-08-13 22:01:47,106.61
598,247,354,2024-11-11 19:30:03,439.3
599,100,231,2024-11-29 02:39:13,200.2
600,103,443,2025-03-11 22:56:03,83.15
601,360,3,2025-01-31 20:45:58,425.48
602,412,170,2025-02-16 05:33:04,375.41
603,865,128,2024-07-28 17:49:39,133.01
604,465,179,2024-07-23 23:27:50,236.83
605,880,169,2024-08-19 03:31:42,331.39
